mes;provincia;municipio;cuit;tipo;monto
03/2019;20-08140678-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;20-13164214-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;23-13418186-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-51755171-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-52276217-9;C.A.B.A.;C.A.B.A.;48156236.74;"Comp. Tarifaria"
03/2019;30-52276217-9;C.A.B.A.;C.A.B.A.;14750000.00;"Comp. Gasoil"
03/2019;30-53313348-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54342507-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54408966-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;2930000.00;"Comp. Gasoil"
03/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;1740000.00;"Comp. Gasoil"
03/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;5920000.00;"Comp. Gasoil"
03/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;40693403.47;"Comp. Tarifaria"
03/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;3190000.00;"Comp. Gasoil"
03/2019;30-54577578-2;C.A.B.A.;C.A.B.A.;21172880.43;"Comp. Tarifaria"
03/2019;30-54577578-2;C.A.B.A.;C.A.B.A.;2432000.00;"Comp. Gasoil"
03/2019;30-54577578-2;C.A.B.A.;C.A.B.A.;1540000.00;"Comp. Gasoil"
03/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;33905693.24;"Comp. Tarifaria"
03/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;2030000.00;"Comp. Gasoil"
03/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;4420000.00;"Comp. Gasoil"
03/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;2330000.00;"Comp. Gasoil"
03/2019;30-54578922-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54622131-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54622179-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54622230-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54622346-5;C.A.B.A.;C.A.B.A.;9720000.00;"Comp. Gasoil"
03/2019;30-54622346-5;C.A.B.A.;C.A.B.A.;41862897.70;"Comp. Tarifaria"
03/2019;30-54622391-0;C.A.B.A.;C.A.B.A.;7230000.00;"Comp. Gasoil"
03/2019;30-54622391-0;C.A.B.A.;C.A.B.A.;29144564.73;"Comp. Tarifaria"
03/2019;30-54622438-0;C.A.B.A.;C.A.B.A.;20062077.94;"Comp. Tarifaria"
03/2019;30-54622438-0;C.A.B.A.;C.A.B.A.;2720000.00;"Comp. Gasoil"
03/2019;30-54622438-0;C.A.B.A.;C.A.B.A.;2950000.00;"Comp. Gasoil"
03/2019;30-54622469-0;C.A.B.A.;C.A.B.A.;18040997.37;"Comp. Tarifaria"
03/2019;30-54622469-0;C.A.B.A.;C.A.B.A.;4150000.00;"Comp. Gasoil"
03/2019;30-54622469-0;C.A.B.A.;C.A.B.A.;1350000.00;"Comp. Gasoil"
03/2019;30-54622520-4;C.A.B.A.;C.A.B.A.;2280000.00;"Comp. Gasoil"
03/2019;30-54622520-4;C.A.B.A.;C.A.B.A.;7812702.50;"Comp. Tarifaria"
03/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;2940000.00;"Comp. Gasoil"
03/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;39365679.91;"Comp. Tarifaria"
03/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;2740000.00;"Comp. Gasoil"
03/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;2470000.00;"Comp. Gasoil"
03/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;3290000.00;"Comp. Gasoil"
03/2019;30-54622766-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54622797-5;C.A.B.A.;C.A.B.A.;7370289.80;"Comp. Tarifaria"
03/2019;30-54622797-5;C.A.B.A.;C.A.B.A.;2150000.00;"Comp. Gasoil"
03/2019;30-54622810-6;C.A.B.A.;C.A.B.A.;25617252.32;"Comp. Tarifaria"
03/2019;30-54622810-6;C.A.B.A.;C.A.B.A.;2850000.00;"Comp. Gasoil"
03/2019;30-54622810-6;C.A.B.A.;C.A.B.A.;2678000.00;"Comp. Gasoil"
03/2019;30-54622827-0;C.A.B.A.;C.A.B.A.;700000.00;"Comp. Gasoil"
03/2019;30-54622827-0;C.A.B.A.;C.A.B.A.;18088822.83;"Comp. Tarifaria"
03/2019;30-54622827-0;C.A.B.A.;C.A.B.A.;4690000.00;"Comp. Gasoil"
03/2019;30-54622841-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54622896-3;C.A.B.A.;C.A.B.A.;18196647.95;"Comp. Tarifaria"
03/2019;30-54622896-3;C.A.B.A.;C.A.B.A.;4610000.00;"Comp. Gasoil"
03/2019;30-54622919-6;C.A.B.A.;C.A.B.A.;4180000.00;"Comp. Gasoil"
03/2019;30-54622919-6;C.A.B.A.;C.A.B.A.;3440000.00;"Comp. Gasoil"
03/2019;30-54622919-6;C.A.B.A.;C.A.B.A.;26763809.28;"Comp. Tarifaria"
03/2019;30-54622964-1;C.A.B.A.;C.A.B.A.;1980000.00;"Comp. Gasoil"
03/2019;30-54622964-1;C.A.B.A.;C.A.B.A.;11810000.00;"Comp. Gasoil"
03/2019;30-54622964-1;C.A.B.A.;C.A.B.A.;47852377.89;"Comp. Tarifaria"
03/2019;30-54623134-4;C.A.B.A.;C.A.B.A.;12184428.35;"Comp. Tarifaria"
03/2019;30-54623134-4;C.A.B.A.;C.A.B.A.;2930000.00;"Comp. Gasoil"
03/2019;30-54623141-7;C.A.B.A.;C.A.B.A.;2880000.00;"Comp. Gasoil"
03/2019;30-54623141-7;C.A.B.A.;C.A.B.A.;11509636.93;"Comp. Tarifaria"
03/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;31584554.23;"Comp. Tarifaria"
03/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;5150000.00;"Comp. Gasoil"
03/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;4850000.00;"Comp. Gasoil"
03/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;1480000.00;"Comp. Gasoil"
03/2019;30-54623424-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54624137-4;C.A.B.A.;C.A.B.A.;15794804.85;"Comp. Tarifaria"
03/2019;30-54624137-4;C.A.B.A.;C.A.B.A.;4340000.00;"Comp. Gasoil"
03/2019;30-54624380-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54624397-0;C.A.B.A.;C.A.B.A.;1548000.00;"Comp. Gasoil"
03/2019;30-54624397-0;C.A.B.A.;C.A.B.A.;23270015.88;"Comp. Tarifaria"
03/2019;30-54624397-0;C.A.B.A.;C.A.B.A.;3740000.00;"Comp. Gasoil"
03/2019;30-54624526-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54624687-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1430000.00;"Comp. Gasoil"
03/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;23757615.59;"Comp. Tarifaria"
03/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1480000.00;"Comp. Gasoil"
03/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1580000.00;"Comp. Gasoil"
03/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;2090000.00;"Comp. Gasoil"
03/2019;30-54624700-3;C.A.B.A.;C.A.B.A.;61580837.21;"Comp. Tarifaria"
03/2019;30-54624700-3;C.A.B.A.;C.A.B.A.;14040000.00;"Comp. Gasoil"
03/2019;30-54624724-0;C.A.B.A.;C.A.B.A.;13023923.65;"Comp. Tarifaria"
03/2019;30-54624724-0;C.A.B.A.;C.A.B.A.;3530000.00;"Comp. Gasoil"
03/2019;30-54624977-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54625048-9;C.A.B.A.;C.A.B.A.;9815521.34;"Comp. Tarifaria"
03/2019;30-54625048-9;C.A.B.A.;C.A.B.A.;2130000.00;"Comp. Gasoil"
03/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;2120000.00;"Comp. Gasoil"
03/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;690000.00;"Comp. Gasoil"
03/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;766000.00;"Comp. Gasoil"
03/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;3090000.00;"Comp. Gasoil"
03/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;61396893.81;"Comp. Tarifaria"
03/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;10020000.00;"Comp. Gasoil"
03/2019;30-54625079-9;C.A.B.A.;C.A.B.A.;11600000.00;"Comp. Gasoil"
03/2019;30-54625079-9;C.A.B.A.;C.A.B.A.;54030030.27;"Comp. Tarifaria"
03/2019;30-54625079-9;C.A.B.A.;C.A.B.A.;2260000.00;"Comp. Gasoil"
03/2019;30-54625284-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54625284-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54625314-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54625321-6;C.A.B.A.;C.A.B.A.;22032451.25;"Comp. Tarifaria"
03/2019;30-54625321-6;C.A.B.A.;C.A.B.A.;5260000.00;"Comp. Gasoil"
03/2019;30-54625352-6;C.A.B.A.;C.A.B.A.;10390000.00;"Comp. Gasoil"
03/2019;30-54625352-6;C.A.B.A.;C.A.B.A.;33638102.69;"Comp. Tarifaria"
03/2019;30-54625369-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54625437-9;C.A.B.A.;C.A.B.A.;3510000.00;"Comp. Gasoil"
03/2019;30-54625437-9;C.A.B.A.;C.A.B.A.;18316947.00;"Comp. Tarifaria"
03/2019;30-54625840-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54626010-7;C.A.B.A.;C.A.B.A.;9268761.61;"Comp. Tarifaria"
03/2019;30-54626010-7;C.A.B.A.;C.A.B.A.;2360000.00;"Comp. Gasoil"
03/2019;30-54626164-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54626201-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54626607-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54627310-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54630419-8;C.A.B.A.;C.A.B.A.;3550000.00;"Comp. Gasoil"
03/2019;30-54630419-8;C.A.B.A.;C.A.B.A.;11961415.53;"Comp. Tarifaria"
03/2019;30-54632033-9;C.A.B.A.;C.A.B.A.;5150000.00;"Comp. Gasoil"
03/2019;30-54632033-9;C.A.B.A.;C.A.B.A.;12099258.55;"Comp. Tarifaria"
03/2019;30-54632118-1;C.A.B.A.;C.A.B.A.;18850567.54;"Comp. Tarifaria"
03/2019;30-54632118-1;C.A.B.A.;C.A.B.A.;5670000.00;"Comp. Gasoil"
03/2019;30-54632965-4;C.A.B.A.;C.A.B.A.;30241642.63;"Comp. Tarifaria"
03/2019;30-54632965-4;C.A.B.A.;C.A.B.A.;8130000.00;"Comp. Gasoil"
03/2019;30-54633302-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54633333-3;C.A.B.A.;C.A.B.A.;6010000.00;"Comp. Gasoil"
03/2019;30-54633333-3;C.A.B.A.;C.A.B.A.;28483214.89;"Comp. Tarifaria"
03/2019;30-54633548-4;C.A.B.A.;C.A.B.A.;3300000.00;"Comp. Gasoil"
03/2019;30-54633548-4;C.A.B.A.;C.A.B.A.;14697618.18;"Comp. Tarifaria"
03/2019;30-54633708-8;C.A.B.A.;C.A.B.A.;18075044.24;"Comp. Tarifaria"
03/2019;30-54633708-8;C.A.B.A.;C.A.B.A.;4100000.00;"Comp. Gasoil"
03/2019;30-54633715-0;C.A.B.A.;C.A.B.A.;14678821.48;"Comp. Tarifaria"
03/2019;30-54633715-0;C.A.B.A.;C.A.B.A.;3550000.00;"Comp. Gasoil"
03/2019;30-54633739-8;C.A.B.A.;C.A.B.A.;17900965.31;"Comp. Tarifaria"
03/2019;30-54633739-8;C.A.B.A.;C.A.B.A.;5550000.00;"Comp. Gasoil"
03/2019;30-54633760-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54633937-4;C.A.B.A.;C.A.B.A.;9013139.34;"Comp. Tarifaria"
03/2019;30-54633937-4;C.A.B.A.;C.A.B.A.;3006000.00;"Comp. Gasoil"
03/2019;30-54633944-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54633975-7;C.A.B.A.;C.A.B.A.;12091045.23;"Comp. Tarifaria"
03/2019;30-54633975-7;C.A.B.A.;C.A.B.A.;3240000.00;"Comp. Gasoil"
03/2019;30-54634053-4;C.A.B.A.;C.A.B.A.;9538123.62;"Comp. Tarifaria"
03/2019;30-54634053-4;C.A.B.A.;C.A.B.A.;2660000.00;"Comp. Gasoil"
03/2019;30-54634060-7;C.A.B.A.;C.A.B.A.;2700000.00;"Comp. Gasoil"
03/2019;30-54634060-7;C.A.B.A.;C.A.B.A.;14070487.79;"Comp. Tarifaria"
03/2019;30-54634060-7;C.A.B.A.;C.A.B.A.;1200000.00;"Comp. Gasoil"
03/2019;30-54634107-7;C.A.B.A.;C.A.B.A.;16761567.28;"Comp. Tarifaria"
03/2019;30-54634107-7;C.A.B.A.;C.A.B.A.;4300000.00;"Comp. Gasoil"
03/2019;30-54634121-2;C.A.B.A.;C.A.B.A.;17106261.81;"Comp. Tarifaria"
03/2019;30-54634121-2;C.A.B.A.;C.A.B.A.;5200000.00;"Comp. Gasoil"
03/2019;30-54634305-3;C.A.B.A.;C.A.B.A.;4570000.00;"Comp. Gasoil"
03/2019;30-54634305-3;C.A.B.A.;C.A.B.A.;16475706.96;"Comp. Tarifaria"
03/2019;30-54634312-6;C.A.B.A.;C.A.B.A.;5440000.00;"Comp. Gasoil"
03/2019;30-54634312-6;C.A.B.A.;C.A.B.A.;19074291.72;"Comp. Tarifaria"
03/2019;30-54634367-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;2060000.00;"Comp. Gasoil"
03/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;59787018.10;"Comp. Tarifaria"
03/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;4030000.00;"Comp. Gasoil"
03/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;5334000.00;"Comp. Gasoil"
03/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;4220000.00;"Comp. Gasoil"
03/2019;30-54634671-0;C.A.B.A.;C.A.B.A.;7324980.25;"Comp. Tarifaria"
03/2019;30-54634671-0;C.A.B.A.;C.A.B.A.;2212000.00;"Comp. Gasoil"
03/2019;30-54635094-7;C.A.B.A.;C.A.B.A.;11020302.36;"Comp. Tarifaria"
03/2019;30-54635094-7;C.A.B.A.;C.A.B.A.;2050000.00;"Comp. Gasoil"
03/2019;30-54635094-7;C.A.B.A.;C.A.B.A.;1470000.00;"Comp. Gasoil"
03/2019;30-54635841-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54636578-2;C.A.B.A.;C.A.B.A.;9523528.12;"Comp. Tarifaria"
03/2019;30-54636578-2;C.A.B.A.;C.A.B.A.;2338000.00;"Comp. Gasoil"
03/2019;30-54636615-0;C.A.B.A.;C.A.B.A.;18189603.27;"Comp. Tarifaria"
03/2019;30-54636615-0;C.A.B.A.;C.A.B.A.;4320000.00;"Comp. Gasoil"
03/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;2620000.00;"Comp. Gasoil"
03/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;4450000.00;"Comp. Gasoil"
03/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;2300000.00;"Comp. Gasoil"
03/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;2830000.00;"Comp. Gasoil"
03/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;48780491.94;"Comp. Tarifaria"
03/2019;30-54636783-1;C.A.B.A.;C.A.B.A.;7162865.87;"Comp. Tarifaria"
03/2019;30-54636783-1;C.A.B.A.;C.A.B.A.;1540000.00;"Comp. Gasoil"
03/2019;30-54637090-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54639386-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54640151-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54641680-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54643075-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54644726-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54648155-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;57346548.18;"Comp. Tarifaria"
03/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;2342000.00;"Comp. Gasoil"
03/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;9630000.00;"Comp. Gasoil"
03/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;5200000.00;"Comp. Gasoil"
03/2019;30-54657207-9;C.A.B.A.;C.A.B.A.;4620000.00;"Comp. Gasoil"
03/2019;30-54657207-9;C.A.B.A.;C.A.B.A.;17227055.65;"Comp. Tarifaria"
03/2019;30-54657290-7;C.A.B.A.;C.A.B.A.;13682272.29;"Comp. Tarifaria"
03/2019;30-54657290-7;C.A.B.A.;C.A.B.A.;2730000.00;"Comp. Gasoil"
03/2019;30-54657368-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54658644-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54660863-4;C.A.B.A.;C.A.B.A.;11897868.36;"Comp. Tarifaria"
03/2019;30-54660863-4;C.A.B.A.;C.A.B.A.;3060000.00;"Comp. Gasoil"
03/2019;30-54662272-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-54669877-3;C.A.B.A.;C.A.B.A.;22813588.56;"Comp. Tarifaria"
03/2019;30-54669877-3;C.A.B.A.;C.A.B.A.;5890000.00;"Comp. Gasoil"
03/2019;30-54684423-0;C.A.B.A.;C.A.B.A.;19592728.39;"Comp. Tarifaria"
03/2019;30-54684423-0;C.A.B.A.;C.A.B.A.;6880000.00;"Comp. Gasoil"
03/2019;30-55076210-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-55076210-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;1240000.00;"Comp. Gasoil"
03/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;4850000.00;"Comp. Gasoil"
03/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;3226000.00;"Comp. Gasoil"
03/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;37297375.59;"Comp. Tarifaria"
03/2019;30-55736567-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56178540-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56197068-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56238208-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56292411-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56329528-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56354526-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56457119-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56468014-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56610811-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-56796685-9;C.A.B.A.;C.A.B.A.;11326364.02;"Comp. Tarifaria"
03/2019;30-56796685-9;C.A.B.A.;C.A.B.A.;2720000.00;"Comp. Gasoil"
03/2019;30-56835256-0;C.A.B.A.;C.A.B.A.;17766502.68;"Comp. Tarifaria"
03/2019;30-56835256-0;C.A.B.A.;C.A.B.A.;3770000.00;"Comp. Gasoil"
03/2019;30-56844599-2;C.A.B.A.;C.A.B.A.;18633938.23;"Comp. Tarifaria"
03/2019;30-56844599-2;C.A.B.A.;C.A.B.A.;3450000.00;"Comp. Gasoil"
03/2019;30-56932483-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-57153764-4;C.A.B.A.;C.A.B.A.;64849089.60;"Comp. Tarifaria"
03/2019;30-57153764-4;C.A.B.A.;C.A.B.A.;17320000.00;"Comp. Gasoil"
03/2019;30-57153764-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-57189536-2;C.A.B.A.;C.A.B.A.;2900000.00;"Comp. Gasoil"
03/2019;30-57189536-2;C.A.B.A.;C.A.B.A.;9405394.19;"Comp. Tarifaria"
03/2019;30-57190066-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-57190196-6;C.A.B.A.;C.A.B.A.;10061158.19;"Comp. Tarifaria"
03/2019;30-57190196-6;C.A.B.A.;C.A.B.A.;2560000.00;"Comp. Gasoil"
03/2019;30-57196699-5;C.A.B.A.;C.A.B.A.;11152372.97;"Comp. Tarifaria"
03/2019;30-57196699-5;C.A.B.A.;C.A.B.A.;3400000.00;"Comp. Gasoil"
03/2019;30-57196927-7;C.A.B.A.;C.A.B.A.;7192146.96;"Comp. Tarifaria"
03/2019;30-57196927-7;C.A.B.A.;C.A.B.A.;2070000.00;"Comp. Gasoil"
03/2019;30-57733887-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-57733887-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-57945598-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-58121405-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-58635786-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-58635786-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-59112659-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-59618126-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-60597072-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-60926773-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-61035814-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-61133884-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-61133884-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-61322839-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-61580178-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-62072320-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-62548832-6;C.A.B.A.;C.A.B.A.;4746000.00;"Comp. Gasoil"
03/2019;30-62548832-6;C.A.B.A.;C.A.B.A.;21273246.24;"Comp. Tarifaria"
03/2019;30-62629625-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-62730398-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-62834410-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-62944722-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-63311413-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-63380097-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-63595387-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-63872387-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-64214698-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-64392215-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-64392215-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-64472067-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-64532701-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-65108882-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-65289644-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-65829220-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-66092335-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-66419466-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-67291861-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-67371736-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-67437645-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-67611410-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-68324678-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-68327578-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-68902450-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-69444027-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
03/2019;30-69638589-7;C.A.B.A.;C.A.B.A.;35801107.35;"Comp. Tarifaria"
03/2019;30-69638589-7;C.A.B.A.;C.A.B.A.;12420000.00;"Comp. Gasoil"
03/2019;30-69967283-8;C.A.B.A.;C.A.B.A.;9578880.16;"Comp. Tarifaria"
03/2019;30-69967283-8;C.A.B.A.;C.A.B.A.;2610000.00;"Comp. Gasoil"
03/2019;30-70087642-6;C.A.B.A.;C.A.B.A.;2850000.00;"Comp. Gasoil"
03/2019;30-70087642-6;C.A.B.A.;C.A.B.A.;4870000.00;"Comp. Gasoil"
03/2019;30-70087642-6;C.A.B.A.;C.A.B.A.;33644928.53;"Comp. Tarifaria"
03/2019;30-70228513-1;C.A.B.A.;C.A.B.A.;2390000.00;"Comp. Gasoil"
