mes;provincia;municipio;cuit;razon_social;pago;monto
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 7";201185.17
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 1";987550.54
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 4";41871.49
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 5";623900.34
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 6";650586.93
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 1";664086.02
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 4";1040910.73
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 5";81098.95
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 1";4769344.81
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 4";202217.06
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 5";3070925.37
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 6";3178259.98
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 1";2597913.43
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 4";3990586.59
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 5";428995.44
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 1";3540946.80
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 4";150133.80
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 5";2362718.64
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 6";2404344.09
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 1";1540790.40
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 4";2685205.73
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 5";289495.80
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 1";2992574.87
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 4";126883.19
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 5";2012947.14
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 6";2142494.23
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 1";1469289.42
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 4";2237512.70
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 5";249477.79
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 7";501549.72
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 1";530178.64
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 4";22479.22
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 5";351339.59
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 6";358164.35
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 1";294873.04
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 4";456060.32
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 5";45264.58
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 1";416450.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 4";17593.67
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 5";337312.68
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 6";280533.66
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 1";157170.31
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 4";207147.76
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 5";29388.56
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 7";16005.95
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 1";1211804.06
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 4";51194.82
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 5";972584.90
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 6";813781.05
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 1";574243.65
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 4";730758.39
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 5";87847.92
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 7";75913.57
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 1";611861.73
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 4";25849.19
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 5";456438.91
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 6";395334.34
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 1";277806.14
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 4";363181.62
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 5";51706.74
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 7";25116.49
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 1";1146538.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 4";48437.54
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 5";822651.16
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 6";726307.02
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 1";563199.35
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 4";685161.97
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 5";100701.94
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 7";53277.40
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 1";758068.62
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 4";32025.96
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 5";580927.40
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 6";496757.56
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 1";631380.43
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 4";860643.34
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 5";45196.65
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 7";50948.71
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 1";243207.84
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 4";10311.85
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 5";170973.31
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 6";194677.18
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 1";171455.83
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 4";259916.19
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 5";19682.97
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 7";116240.69
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 1";526900.87
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 4";22259.86
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 5";427691.25
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 6";359730.13
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 1";271496.43
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 4";310802.10
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 5";46972.46
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 7";26703.12
01/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC GT      PAGO 1";1328282.72
