anio,linea,TipoPasaje,TOTAL
02/2019,LINEA 76,ESCOLAR PRIMARIO BSAS,2
02/2019,LINEA 76,ESCOLAR SECUNDARIO CABA,39
02/2019,LINEA 78,624,2
02/2019,LINEA 78,NORMAL,455061
02/2019,LINEA 78,ATRIBUTO SOCIAL,197618
02/2019,LINEA 79,ESCOLAR INICIAL Y PRIMARIO CABA,2
02/2019,LINEA 79,ESCOLAR SECUNDARIO BSAS,111
02/2019,LINEA 79,NORMAL,236949
02/2019,LINEA 79,ATRIBUTO SOCIAL,120121
02/2019,LINEA 79,ESCOLAR PRIMARIO BSAS,28
02/2019,LINEA 79,ESCOLAR SECUNDARIO CABA,1
02/2019,LINEA 8,624,5
02/2019,LINEA 8,ESCOLAR INICIAL Y PRIMARIO CABA,3
02/2019,LINEA 8,ESCOLAR SECUNDARIO BSAS,13
02/2019,LINEA 8,NORMAL,564244
02/2019,LINEA 8,ATRIBUTO SOCIAL,189025
02/2019,LINEA 8,ESCOLAR PRIMARIO BSAS,3
02/2019,LINEA 8,ESCOLAR SECUNDARIO CABA,16
02/2019,LINEA 80,ESCOLAR SECUNDARIO CABA,86
02/2019,LINEA 80,ESCOLAR INICIAL Y PRIMARIO CABA,4
02/2019,LINEA 80,ESCOLAR SECUNDARIO BSAS,34
02/2019,LINEA 80,NORMAL,742830
02/2019,LINEA 80,ATRIBUTO SOCIAL,316770
02/2019,LINEA 80,ESCOLAR PRIMARIO BSAS,8
02/2019,LINEA 84,624,3
02/2019,LINEA 84,ESCOLAR PRIMARIO BSAS,13
02/2019,LINEA 84,ESCOLAR SECUNDARIO CABA,18
02/2019,LINEA 84,ATRIBUTO SOCIAL,151647
02/2019,LINEA 84,ESCOLAR SECUNDARIO BSAS,25
02/2019,LINEA 84,NORMAL,372127
02/2019,LINEA 85,ESCOLAR SECUNDARIO BSAS,32
02/2019,LINEA 85,NORMAL,834170
02/2019,LINEA 85,ATRIBUTO SOCIAL,374300
02/2019,LINEA 85,ESCOLAR PRIMARIO BSAS,12
02/2019,LINEA 85,ESCOLAR SECUNDARIO CABA,19
02/2019,LINEA 85,ESCOLAR INICIAL Y PRIMARIO CABA,2
02/2019,LINEA 86,NORMAL,423460
02/2019,LINEA 86,ATRIBUTO SOCIAL,242949
02/2019,LINEA 86,ESCOLAR PRIMARIO BSAS,6
02/2019,LINEA 86,ESCOLAR SECUNDARIO CABA,5
02/2019,LINEA 86,ESCOLAR INICIAL Y PRIMARIO CABA,1
02/2019,LINEA 86,ESCOLAR SECUNDARIO BSAS,26
02/2019,LINEA 87,ATRIBUTO SOCIAL,210609
02/2019,LINEA 87,624,1
02/2019,LINEA 87,NORMAL,385703
02/2019,LINEA 88,NORMAL,349764
02/2019,LINEA 88,ESCOLAR PRIMARIO BSAS,6
02/2019,LINEA 88,ESCOLAR SECUNDARIO CABA,1
02/2019,LINEA 88,ATRIBUTO SOCIAL,213960
02/2019,LINEA 88,ESCOLAR SECUNDARIO BSAS,29
02/2019,LINEA 9,624,3
02/2019,LINEA 9,ESCOLAR INICIAL Y PRIMARIO CABA,6
02/2019,LINEA 9,ESCOLAR SECUNDARIO BSAS,57
02/2019,LINEA 9,NORMAL,573456
02/2019,LINEA 9,ATRIBUTO SOCIAL,217989
02/2019,LINEA 9,ESCOLAR PRIMARIO BSAS,18
02/2019,LINEA 9,ESCOLAR SECUNDARIO CABA,12
02/2019,LINEA 90,ESCOLAR INICIAL Y PRIMARIO CABA,3
02/2019,LINEA 90,ESCOLAR SECUNDARIO BSAS,13
02/2019,LINEA 90,NORMAL,210667
02/2019,LINEA 90,ATRIBUTO SOCIAL,94053
02/2019,LINEA 90,ESCOLAR PRIMARIO BSAS,6
02/2019,LINEA 90,ESCOLAR SECUNDARIO CABA,8
02/2019,LINEA 91,ESCOLAR INICIAL Y PRIMARIO CABA,7
02/2019,LINEA 91,ESCOLAR SECUNDARIO BSAS,47
02/2019,LINEA 91,NORMAL,601256
02/2019,LINEA 91,ATRIBUTO SOCIAL,257137
02/2019,LINEA 91,ESCOLAR PRIMARIO BSAS,8
02/2019,LINEA 91,ESCOLAR SECUNDARIO CABA,39
02/2019,LINEA 91,624,3
02/2019,LINEA 92,ATRIBUTO SOCIAL,315345
02/2019,LINEA 92,ESCOLAR PRIMARIO BSAS,10
02/2019,LINEA 92,ESCOLAR SECUNDARIO CABA,31
02/2019,LINEA 92,ESCOLAR INICIAL Y PRIMARIO CABA,6
02/2019,LINEA 92,ESCOLAR SECUNDARIO BSAS,34
02/2019,LINEA 92,NORMAL,802607
02/2019,LINEA 93,ATRIBUTO SOCIAL,104828
02/2019,LINEA 93,ESCOLAR PRIMARIO BSAS,4
02/2019,LINEA 93,ESCOLAR SECUNDARIO CABA,19
02/2019,LINEA 93,ESCOLAR INICIAL Y PRIMARIO CABA,1
02/2019,LINEA 93,ESCOLAR SECUNDARIO BSAS,9
02/2019,LINEA 93,NORMAL,361956
02/2019,LINEA 95,ESCOLAR SECUNDARIO CABA,17
02/2019,LINEA 95,ATRIBUTO SOCIAL,154292
02/2019,LINEA 95,ESCOLAR SECUNDARIO BSAS,24
02/2019,LINEA 95,NORMAL,375364
02/2019,LINEA 95,ESCOLAR PRIMARIO BSAS,10
02/2019,LINEA 96,ATRIBUTO SOCIAL,538618
02/2019,LINEA 96,ESCOLAR PRIMARIO BSAS,14
02/2019,LINEA 96,ESCOLAR SECUNDARIO CABA,5
02/2019,LINEA 96,ESCOLAR INICIAL Y PRIMARIO CABA,1
02/2019,LINEA 96,ESCOLAR SECUNDARIO BSAS,84
02/2019,LINEA 96,NORMAL,902443
02/2019,LINEA 97,ESCOLAR SECUNDARIO CABA,10
02/2019,LINEA 97,ATRIBUTO SOCIAL,103255
02/2019,LINEA 97,ESCOLAR SECUNDARIO BSAS,8
02/2019,LINEA 97,NORMAL,212874
02/2019,LINEA 97,ESCOLAR PRIMARIO BSAS,5
02/2019,LINEA 98,ESCOLAR INICIAL Y PRIMARIO CABA,2
02/2019,LINEA 98,ESCOLAR SECUNDARIO BSAS,100
02/2019,LINEA 98,NORMAL,1038758
02/2019,LINEA 98,ATRIBUTO SOCIAL,462793
02/2019,LINEA 98,ESCOLAR PRIMARIO BSAS,25
02/2019,LINEA 98,ESCOLAR SECUNDARIO CABA,9
02/2019,LINEA_099,ESCOLAR SECUNDARIO CABA,3
02/2019,LINEA_099,ESCOLAR INICIAL Y PRIMARIO CABA,1
02/2019,LINEA_099,ESCOLAR SECUNDARIO BSAS,1
02/2019,LINEA_099,NORMAL,274579
02/2019,LINEA_099,ATRIBUTO SOCIAL,77097
02/2019,LINEA_099,ESCOLAR PRIMARIO BSAS,1
12/2018,LINEA 061,ESCOLAR PRIMARIO BSAS,167
12/2018,LINEA 061,ESCOLAR SECUNDARIO CABA,918
12/2018,LINEA 061,ESCOLAR,2314
12/2018,LINEA 061,ESCOLAR INICIAL Y PRIMARIO CABA,211
12/2018,LINEA 061,ESCOLAR SECUNDARIO BSAS,362
12/2018,LINEA 061,NORMAL,203186
12/2018,LINEA 061,ATRIBUTO SOCIAL,68165
12/2018,LINEA 1,ATRIBUTO SOCIAL,103981
12/2018,LINEA 1,ESCOLAR PRIMARIO BSAS,419
12/2018,LINEA 1,ESCOLAR SECUNDARIO CABA,2014
12/2018,LINEA 1,ESCOLAR,2888
12/2018,LINEA 1,ESCOLAR INICIAL Y PRIMARIO CABA,219
12/2018,LINEA 1,ESCOLAR SECUNDARIO BSAS,1178
12/2018,LINEA 1,NORMAL,256266
12/2018,LINEA 10,NORMAL,510854
12/2018,LINEA 10,ATRIBUTO SOCIAL,187147
12/2018,LINEA 10,ESCOLAR PRIMARIO BSAS,874
12/2018,LINEA 10,ESCOLAR SECUNDARIO CABA,1757
12/2018,LINEA 10,ESCOLAR,5217
12/2018,LINEA 10,ESCOLAR INICIAL Y PRIMARIO CABA,649
12/2018,LINEA 10,ESCOLAR SECUNDARIO BSAS,2799
12/2018,LINEA 100,ESCOLAR,11342
12/2018,LINEA 100,ESCOLAR INICIAL Y PRIMARIO CABA,659
12/2018,LINEA 100,ESCOLAR SECUNDARIO BSAS,4638
12/2018,LINEA 100,NORMAL,762188
12/2018,LINEA 100,ATRIBUTO SOCIAL,257554
12/2018,LINEA 100,ESCOLAR PRIMARIO BSAS,1856
12/2018,LINEA 100,ESCOLAR SECUNDARIO CABA,2541
12/2018,LINEA 101,ESCOLAR PRIMARIO BSAS,240
12/2018,LINEA 101,ESCOLAR SECUNDARIO CABA,19849
12/2018,LINEA 101,ESCOLAR,2243
12/2018,LINEA 101,ESCOLAR INICIAL Y PRIMARIO CABA,3581
12/2018,LINEA 101,ESCOLAR SECUNDARIO BSAS,720
12/2018,LINEA 101,NORMAL,733611
12/2018,LINEA 101,ATRIBUTO SOCIAL,318589
12/2018,LINEA 102,NORMAL,443281
12/2018,LINEA 102,ATRIBUTO SOCIAL,162019
12/2018,LINEA 102,ESCOLAR PRIMARIO BSAS,145
12/2018,LINEA 102,ESCOLAR SECUNDARIO CABA,2263
12/2018,LINEA 102,ESCOLAR,2468
12/2018,LINEA 102,ESCOLAR INICIAL Y PRIMARIO CABA,1166
12/2018,LINEA 102,ESCOLAR SECUNDARIO BSAS,291
12/2018,LINEA 103,ATRIBUTO SOCIAL,195903
12/2018,LINEA 103,ESCOLAR PRIMARIO BSAS,621
12/2018,LINEA 103,ESCOLAR SECUNDARIO CABA,9418
12/2018,LINEA 103,ESCOLAR,2419
12/2018,LINEA 103,ESCOLAR INICIAL Y PRIMARIO CABA,1450
12/2018,LINEA 103,ESCOLAR SECUNDARIO BSAS,1167
12/2018,LINEA 103,NORMAL,519038
12/2018,LINEA 104,NORMAL,1
12/2018,LINEA 105,ATRIBUTO SOCIAL,205389
12/2018,LINEA 105,ESCOLAR PRIMARIO BSAS,362
12/2018,LINEA 105,ESCOLAR SECUNDARIO CABA,7077
12/2018,LINEA 105,ESCOLAR,3789
12/2018,LINEA 105,ESCOLAR INICIAL Y PRIMARIO CABA,1768
12/2018,LINEA 105,ESCOLAR SECUNDARIO BSAS,785
12/2018,LINEA 105,NORMAL,618459
12/2018,LINEA 106,ESCOLAR SECUNDARIO BSAS,217
12/2018,LINEA 106,NORMAL,764926
12/2018,LINEA 106,ATRIBUTO SOCIAL,232201
12/2018,LINEA 106,ESCOLAR PRIMARIO BSAS,90
12/2018,LINEA 106,ESCOLAR SECUNDARIO CABA,13087
12/2018,LINEA 106,ESCOLAR,2628
12/2018,LINEA 106,ESCOLAR INICIAL Y PRIMARIO CABA,3116
12/2018,LINEA 107,ESCOLAR INICIAL Y PRIMARIO CABA,2110
12/2018,LINEA 107,ESCOLAR SECUNDARIO BSAS,268
12/2018,LINEA 107,NORMAL,615257
12/2018,LINEA 107,ATRIBUTO SOCIAL,218548
12/2018,LINEA 107,ESCOLAR PRIMARIO BSAS,90
12/2018,LINEA 107,ESCOLAR SECUNDARIO CABA,16147
12/2018,LINEA 107,ESCOLAR,2703
12/2018,LINEA 108,NORMAL,371027
12/2018,LINEA 108,ATRIBUTO SOCIAL,150513
12/2018,LINEA 108,ESCOLAR PRIMARIO BSAS,72
12/2018,LINEA 108,ESCOLAR SECUNDARIO CABA,4169
12/2018,LINEA 108,ESCOLAR,1595
12/2018,LINEA 108,ESCOLAR INICIAL Y PRIMARIO CABA,694
12/2018,LINEA 108,ESCOLAR SECUNDARIO BSAS,158
12/2018,LINEA 109,ATRIBUTO SOCIAL,167697
12/2018,LINEA 109,ESCOLAR PRIMARIO BSAS,94
12/2018,LINEA 109,ESCOLAR SECUNDARIO CABA,9190
12/2018,LINEA 109,ESCOLAR,1635
12/2018,LINEA 109,ESCOLAR INICIAL Y PRIMARIO CABA,1124
12/2018,LINEA 109,ESCOLAR SECUNDARIO BSAS,249
12/2018,LINEA 109,NORMAL,532259
12/2018,LINEA 110,ESCOLAR,2419
12/2018,LINEA 110,ESCOLAR INICIAL Y PRIMARIO CABA,2545
12/2018,LINEA 110,ESCOLAR SECUNDARIO BSAS,197
12/2018,LINEA 110,NORMAL,745177
12/2018,LINEA 110,ATRIBUTO SOCIAL,235580
12/2018,LINEA 110,ESCOLAR PRIMARIO BSAS,94
12/2018,LINEA 110,ESCOLAR SECUNDARIO CABA,14004
12/2018,LINEA 111,ESCOLAR PRIMARIO BSAS,271
12/2018,LINEA 111,ESCOLAR SECUNDARIO CABA,5715
12/2018,LINEA 111,ESCOLAR,1697
12/2018,LINEA 111,ESCOLAR INICIAL Y PRIMARIO CABA,545
12/2018,LINEA 111,ESCOLAR SECUNDARIO BSAS,746
12/2018,LINEA 111,NORMAL,440804
12/2018,LINEA 111,ATRIBUTO SOCIAL,152457
12/2018,LINEA 112,ESCOLAR PRIMARIO BSAS,162
12/2018,LINEA 112,ESCOLAR SECUNDARIO CABA,1282
12/2018,LINEA 112,ESCOLAR,1267
12/2018,LINEA 112,ESCOLAR INICIAL Y PRIMARIO CABA,296
12/2018,LINEA 112,ESCOLAR SECUNDARIO BSAS,386
12/2018,LINEA 112,NORMAL,189528
12/2018,LINEA 112,ATRIBUTO SOCIAL,77284
12/2018,LINEA 113,NORMAL,617766
12/2018,LINEA 113,ATRIBUTO SOCIAL,250249
12/2018,LINEA 113,ESCOLAR PRIMARIO BSAS,222
12/2018,LINEA 113,ESCOLAR SECUNDARIO CABA,7598
12/2018,LINEA 113,ESCOLAR,7435
12/2018,LINEA 113,ESCOLAR INICIAL Y PRIMARIO CABA,942
12/2018,LINEA 113,ESCOLAR SECUNDARIO BSAS,942
12/2018,LINEA 114,ESCOLAR INICIAL Y PRIMARIO CABA,1761
12/2018,LINEA 114,ESCOLAR SECUNDARIO BSAS,426
12/2018,LINEA 114,NORMAL,533245
12/2018,LINEA 114,ATRIBUTO SOCIAL,201989
12/2018,LINEA 114,ESCOLAR PRIMARIO BSAS,152
12/2018,LINEA 114,ESCOLAR SECUNDARIO CABA,12559
12/2018,LINEA 114,ESCOLAR,2259
12/2018,LINEA 115,ATRIBUTO SOCIAL,143551
12/2018,LINEA 115,ESCOLAR PRIMARIO BSAS,123
12/2018,LINEA 115,ESCOLAR SECUNDARIO CABA,8682
12/2018,LINEA 115,ESCOLAR,1482
12/2018,LINEA 115,ESCOLAR INICIAL Y PRIMARIO CABA,1684
12/2018,LINEA 115,ESCOLAR SECUNDARIO BSAS,246
12/2018,LINEA 115,NORMAL,382532
12/2018,LINEA 117,ATRIBUTO SOCIAL,308475
12/2018,LINEA 117,ESCOLAR PRIMARIO BSAS,866
12/2018,LINEA 117,ESCOLAR SECUNDARIO CABA,15024
12/2018,LINEA 117,ESCOLAR,4616
12/2018,LINEA 117,ESCOLAR INICIAL Y PRIMARIO CABA,2360
12/2018,LINEA 117,ESCOLAR SECUNDARIO BSAS,1815
12/2018,LINEA 117,NORMAL,627757
12/2018,LINEA 118,ESCOLAR INICIAL Y PRIMARIO CABA,1288
12/2018,LINEA 118,ESCOLAR SECUNDARIO BSAS,371
12/2018,LINEA 118,NORMAL,478628
12/2018,LINEA 118,ATRIBUTO SOCIAL,222615
12/2018,LINEA 118,ESCOLAR PRIMARIO BSAS,135
12/2018,LINEA 118,ESCOLAR SECUNDARIO CABA,3813
12/2018,LINEA 118,ESCOLAR,1319
12/2018,LINEA 12,ATRIBUTO SOCIAL,364267
12/2018,LINEA 12,ESCOLAR PRIMARIO BSAS,413
12/2018,LINEA 12,ESCOLAR SECUNDARIO CABA,10913
12/2018,LINEA 12,ESCOLAR,6656
12/2018,LINEA 12,ESCOLAR INICIAL Y PRIMARIO CABA,1771
12/2018,LINEA 12,ESCOLAR SECUNDARIO BSAS,968
12/2018,LINEA 12,NORMAL,1040225
12/2018,LINEA 123,ESCOLAR SECUNDARIO BSAS,1460
12/2018,LINEA 123,NORMAL,229709
12/2018,LINEA 123,ATRIBUTO SOCIAL,103677
12/2018,LINEA 123,ESCOLAR PRIMARIO BSAS,586
12/2018,LINEA 123,ESCOLAR SECUNDARIO CABA,1429
12/2018,LINEA 123,ESCOLAR,3150
12/2018,LINEA 123,ESCOLAR INICIAL Y PRIMARIO CABA,329
12/2018,LINEA 124,ESCOLAR,1624
12/2018,LINEA 124,ESCOLAR INICIAL Y PRIMARIO CABA,2956
12/2018,LINEA 124,ESCOLAR SECUNDARIO BSAS,77
12/2018,LINEA 124,NORMAL,570224
12/2018,LINEA 124,ATRIBUTO SOCIAL,198151
12/2018,LINEA 124,ESCOLAR PRIMARIO BSAS,55
12/2018,LINEA 124,ESCOLAR SECUNDARIO CABA,9670
12/2018,LINEA 126,ATRIBUTO SOCIAL,303420
12/2018,LINEA 126,ESCOLAR PRIMARIO BSAS,335
12/2018,LINEA 126,ESCOLAR SECUNDARIO CABA,12128
12/2018,LINEA 126,ESCOLAR,4162
12/2018,LINEA 126,ESCOLAR INICIAL Y PRIMARIO CABA,1919
12/2018,LINEA 126,ESCOLAR SECUNDARIO BSAS,826
12/2018,LINEA 126,NORMAL,797184
12/2018,LINEA 127,ESCOLAR PRIMARIO BSAS,752
12/2018,LINEA 127,ESCOLAR SECUNDARIO CABA,3214
12/2018,LINEA 127,ESCOLAR,1979
12/2018,LINEA 127,ESCOLAR INICIAL Y PRIMARIO CABA,416
12/2018,LINEA 127,ESCOLAR SECUNDARIO BSAS,2759
12/2018,LINEA 127,NORMAL,380674
12/2018,LINEA 127,ATRIBUTO SOCIAL,187737
12/2018,LINEA 128,ESCOLAR,1601
12/2018,LINEA 128,ESCOLAR INICIAL Y PRIMARIO CABA,1508
12/2018,LINEA 128,ESCOLAR SECUNDARIO BSAS,406
12/2018,LINEA 128,NORMAL,422314
12/2018,LINEA 128,ATRIBUTO SOCIAL,160531
12/2018,LINEA 128,ESCOLAR PRIMARIO BSAS,236
12/2018,LINEA 128,ESCOLAR SECUNDARIO CABA,3884
12/2018,LINEA 129,ESCOLAR SECUNDARIO CABA,334
12/2018,LINEA 129,ESCOLAR,24640
12/2018,LINEA 129,ESCOLAR INICIAL Y PRIMARIO CABA,96
12/2018,LINEA 129,ESCOLAR SECUNDARIO BSAS,2825
12/2018,LINEA 129,NORMAL,706708
12/2018,LINEA 129,ATRIBUTO SOCIAL,385069
12/2018,LINEA 129,ESCOLAR PRIMARIO BSAS,1141
12/2018,LINEA 130,ESCOLAR INICIAL Y PRIMARIO CABA,850
12/2018,LINEA 130,ESCOLAR SECUNDARIO BSAS,2799
12/2018,LINEA 130,NORMAL,870448
12/2018,LINEA 130,ATRIBUTO SOCIAL,266396
12/2018,LINEA 130,ESCOLAR PRIMARIO BSAS,776
12/2018,LINEA 130,ESCOLAR SECUNDARIO CABA,4650
12/2018,LINEA 130,ESCOLAR,4194
12/2018,LINEA 132,ESCOLAR SECUNDARIO BSAS,782
12/2018,LINEA 132,NORMAL,1215170
12/2018,LINEA 132,ATRIBUTO SOCIAL,473835
12/2018,LINEA 132,ESCOLAR PRIMARIO BSAS,313
12/2018,LINEA 132,ESCOLAR SECUNDARIO CABA,28718
12/2018,LINEA 132,ESCOLAR,4329
12/2018,LINEA 132,ESCOLAR INICIAL Y PRIMARIO CABA,4245
12/2018,LINEA 133,ESCOLAR INICIAL Y PRIMARIO CABA,1009
12/2018,LINEA 133,ESCOLAR SECUNDARIO BSAS,446
12/2018,LINEA 133,NORMAL,460496
12/2018,LINEA 133,ATRIBUTO SOCIAL,171134
12/2018,LINEA 133,ESCOLAR PRIMARIO BSAS,134
12/2018,LINEA 133,ESCOLAR SECUNDARIO CABA,7031
12/2018,LINEA 133,ESCOLAR,1504
12/2018,LINEA 134,ESCOLAR INICIAL Y PRIMARIO CABA,1201
12/2018,LINEA 134,ESCOLAR SECUNDARIO BSAS,1324
12/2018,LINEA 134,NORMAL,524957
12/2018,LINEA 134,ATRIBUTO SOCIAL,219207
12/2018,LINEA 134,ESCOLAR PRIMARIO BSAS,362
12/2018,LINEA 134,ESCOLAR SECUNDARIO CABA,5976
12/2018,LINEA 134,ESCOLAR,3278
12/2018,LINEA 135,ESCOLAR SECUNDARIO BSAS,229
12/2018,LINEA 135,NORMAL,485375
12/2018,LINEA 135,ATRIBUTO SOCIAL,200918
12/2018,LINEA 135,ESCOLAR PRIMARIO BSAS,175
12/2018,LINEA 135,ESCOLAR SECUNDARIO CABA,16436
12/2018,LINEA 135,ESCOLAR,1943
12/2018,LINEA 135,ESCOLAR INICIAL Y PRIMARIO CABA,2323
12/2018,LINEA 136 BS AS,ESCOLAR,5389
12/2018,LINEA 136 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,67
12/2018,LINEA 136 BS AS,ESCOLAR SECUNDARIO BSAS,3774
12/2018,LINEA 136 BS AS,NORMAL,374417
12/2018,LINEA 136 BS AS,ATRIBUTO SOCIAL,204720
12/2018,LINEA 136 BS AS,ESCOLAR PRIMARIO BSAS,1540
12/2018,LINEA 136 BS AS,ESCOLAR SECUNDARIO CABA,238
12/2018,LINEA 140,ESCOLAR SECUNDARIO BSAS,564
12/2018,LINEA 140,NORMAL,419529
12/2018,LINEA 140,ATRIBUTO SOCIAL,140003
12/2018,LINEA 140,ESCOLAR PRIMARIO BSAS,236
12/2018,LINEA 140,ESCOLAR SECUNDARIO CABA,3509
12/2018,LINEA 140,ESCOLAR,1671
12/2018,LINEA 140,ESCOLAR INICIAL Y PRIMARIO CABA,743
12/2018,LINEA 141,ESCOLAR,1720
12/2018,LINEA 141,ESCOLAR INICIAL Y PRIMARIO CABA,1310
12/2018,LINEA 141,ESCOLAR SECUNDARIO BSAS,302
12/2018,LINEA 141,NORMAL,494519
12/2018,LINEA 141,ATRIBUTO SOCIAL,185358
12/2018,LINEA 141,ESCOLAR PRIMARIO BSAS,133
12/2018,LINEA 141,ESCOLAR SECUNDARIO CABA,8769
12/2018,LINEA 143,ESCOLAR SECUNDARIO BSAS,440
12/2018,LINEA 143,NORMAL,346582
12/2018,LINEA 143,ATRIBUTO SOCIAL,121520
12/2018,LINEA 143,ESCOLAR PRIMARIO BSAS,170
12/2018,LINEA 143,ESCOLAR SECUNDARIO CABA,5511
12/2018,LINEA 143,ESCOLAR,2197
12/2018,LINEA 143,ESCOLAR INICIAL Y PRIMARIO CABA,861
12/2018,LINEA 146,ATRIBUTO SOCIAL,195167
12/2018,LINEA 146,ESCOLAR PRIMARIO BSAS,235
12/2018,LINEA 146,ESCOLAR SECUNDARIO CABA,11194
12/2018,LINEA 146,ESCOLAR,2923
12/2018,LINEA 146,ESCOLAR INICIAL Y PRIMARIO CABA,2427
12/2018,LINEA 146,ESCOLAR SECUNDARIO BSAS,474
12/2018,LINEA 146,NORMAL,551139
12/2018,LINEA 148,ESCOLAR,26898
12/2018,LINEA 148,ESCOLAR INICIAL Y PRIMARIO CABA,293
12/2018,LINEA 148,ESCOLAR SECUNDARIO BSAS,12356
12/2018,LINEA 148,NORMAL,1310457
12/2018,LINEA 148,ATRIBUTO SOCIAL,732504
12/2018,LINEA 148,ESCOLAR PRIMARIO BSAS,4628
12/2018,LINEA 148,ESCOLAR SECUNDARIO CABA,801
12/2018,LINEA 15,ESCOLAR PRIMARIO BSAS,518
12/2018,LINEA 15,ESCOLAR SECUNDARIO CABA,8862
12/2018,LINEA 15,ESCOLAR,4370
12/2018,LINEA 15,ESCOLAR INICIAL Y PRIMARIO CABA,1215
12/2018,LINEA 15,ESCOLAR SECUNDARIO BSAS,1844
12/2018,LINEA 15,NORMAL,1167823
12/2018,LINEA 15,ATRIBUTO SOCIAL,448382
12/2018,LINEA 150,ATRIBUTO SOCIAL,151668
12/2018,LINEA 150,ESCOLAR PRIMARIO BSAS,68
12/2018,LINEA 150,ESCOLAR SECUNDARIO CABA,11075
12/2018,LINEA 150,ESCOLAR,1287
12/2018,LINEA 150,ESCOLAR INICIAL Y PRIMARIO CABA,2050
12/2018,LINEA 150,ESCOLAR SECUNDARIO BSAS,219
12/2018,LINEA 150,NORMAL,441812
12/2018,LINEA 151,ESCOLAR,2096
12/2018,LINEA 151,ESCOLAR INICIAL Y PRIMARIO CABA,2502
12/2018,LINEA 151,ESCOLAR SECUNDARIO BSAS,632
12/2018,LINEA 151,NORMAL,574755
12/2018,LINEA 151,ATRIBUTO SOCIAL,215852
12/2018,LINEA 151,ESCOLAR PRIMARIO BSAS,308
12/2018,LINEA 151,ESCOLAR SECUNDARIO CABA,5955
12/2018,LINEA 152,ATRIBUTO SOCIAL,515748
12/2018,LINEA 152,ESCOLAR PRIMARIO BSAS,807
12/2018,LINEA 152,ESCOLAR SECUNDARIO CABA,9040
12/2018,LINEA 152,ESCOLAR,7930
12/2018,LINEA 152,ESCOLAR INICIAL Y PRIMARIO CABA,1171
12/2018,LINEA 152,ESCOLAR SECUNDARIO BSAS,3549
12/2018,LINEA 152,NORMAL,1853884
12/2018,LINEA 153 BS AS,NORMAL,180373
12/2018,LINEA 153 BS AS,ATRIBUTO SOCIAL,100490
12/2018,LINEA 153 BS AS,ESCOLAR PRIMARIO BSAS,797
12/2018,LINEA 153 BS AS,ESCOLAR SECUNDARIO CABA,57
12/2018,LINEA 153 BS AS,ESCOLAR,3415
12/2018,LINEA 153 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,10
12/2018,LINEA 153 BS AS,ESCOLAR SECUNDARIO BSAS,2646
12/2018,LINEA 154,ESCOLAR SECUNDARIO BSAS,766
12/2018,LINEA 154,NORMAL,90157
12/2018,LINEA 154,ATRIBUTO SOCIAL,39008
12/2018,LINEA 154,ESCOLAR PRIMARIO BSAS,486
12/2018,LINEA 154,ESCOLAR SECUNDARIO CABA,492
12/2018,LINEA 154,ESCOLAR,1233
12/2018,LINEA 154,ESCOLAR INICIAL Y PRIMARIO CABA,130
12/2018,LINEA 158,ESCOLAR INICIAL Y PRIMARIO CABA,305
12/2018,LINEA 158,ESCOLAR SECUNDARIO BSAS,3010
12/2018,LINEA 158,NORMAL,287984
12/2018,LINEA 158,ATRIBUTO SOCIAL,155785
12/2018,LINEA 158,ESCOLAR PRIMARIO BSAS,1505
12/2018,LINEA 158,ESCOLAR SECUNDARIO CABA,612
12/2018,LINEA 158,ESCOLAR,3052
12/2018,LINEA 159,ESCOLAR INICIAL Y PRIMARIO CABA,534
12/2018,LINEA 159,ESCOLAR SECUNDARIO BSAS,8148
12/2018,LINEA 159,NORMAL,1302030
12/2018,LINEA 159,ATRIBUTO SOCIAL,606020
12/2018,LINEA 159,ESCOLAR PRIMARIO BSAS,3476
12/2018,LINEA 159,ESCOLAR SECUNDARIO CABA,2338
12/2018,LINEA 159,ESCOLAR,31743
12/2018,LINEA 160,ESCOLAR INICIAL Y PRIMARIO CABA,955
12/2018,LINEA 160,ESCOLAR SECUNDARIO BSAS,8156
12/2018,LINEA 160,NORMAL,963656
12/2018,LINEA 160,ATRIBUTO SOCIAL,406185
12/2018,LINEA 160,ESCOLAR PRIMARIO BSAS,3302
12/2018,LINEA 160,ESCOLAR SECUNDARIO CABA,3718
12/2018,LINEA 160,ESCOLAR,16172
12/2018,LINEA 161,ATRIBUTO SOCIAL,464319
12/2018,LINEA 161,ESCOLAR PRIMARIO BSAS,1901
12/2018,LINEA 161,ESCOLAR SECUNDARIO CABA,5249
12/2018,LINEA 161,ESCOLAR,7640
12/2018,LINEA 161,ESCOLAR INICIAL Y PRIMARIO CABA,1111
12/2018,LINEA 161,ESCOLAR SECUNDARIO BSAS,6238
12/2018,LINEA 161,NORMAL,937195
12/2018,LINEA 163 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,49
12/2018,LINEA 163 BS AS,ESCOLAR SECUNDARIO BSAS,2367
12/2018,LINEA 163 BS AS,NORMAL,240354
12/2018,LINEA 163 BS AS,ATRIBUTO SOCIAL,120316
12/2018,LINEA 163 BS AS,ESCOLAR PRIMARIO BSAS,1118
12/2018,LINEA 163 BS AS,ESCOLAR SECUNDARIO CABA,146
